label,status,start_year,end_year,start_decade,country,types,alt_labels,wikidata_id,wikidata_url,official_website,commons_logo_filename,commons_logo_file_page,commons_logo_download_url,logo_thumb_url
Harley-Davidson,active,1903,,1900s,United States,motorcycle manufacturer;automobile manufacturer,"H-D;Harley-Davidson, Inc.",Q192814,http://www.wikidata.org/entity/Q192814,https://www.harley-davidson.com/,Harley-Davidson logo.svg,https://commons.wikimedia.org/wiki/File:Harley-Davidson_logo.svg,https://commons.wikimedia.org/wiki/Special:FilePath/Harley-Davidson_logo.svg,https://commons.wikimedia.org/wiki/Special:FilePath/Harley-Davidson_logo.svg?width=128
Husqvarna Motorcycles,active,1903,,1900s,,automobile manufacturer;motorcycle manufacturer,,Q5493297,http://www.wikidata.org/entity/Q5493297,http://www.husqvarna-motorcycles.com,Husqvarna Logo.png,https://commons.wikimedia.org/wiki/File:Husqvarna_Logo.png,https://commons.wikimedia.org/wiki/Special:FilePath/Husqvarna_Logo.png,https://commons.wikimedia.org/wiki/Special:FilePath/Husqvarna_Logo.png?width=128
Iroquois Motor Car Company,defunct,1903,1907,1900s,United States,automobile manufacturer,,Q6073454,http://www.wikidata.org/entity/Q6073454,,Iroquois-auto 1906 logo.jpg,https://commons.wikimedia.org/wiki/File:Iroquois-auto_1906_logo.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Iroquois-auto_1906_logo.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Iroquois-auto_1906_logo.jpg?width=128
Jackson Automobile Company,defunct,1903,1923,1900s,United States,automobile manufacturer,,Q1677322,http://www.wikidata.org/entity/Q1677322,,Jackson-auto 1912 logo.jpg,https://commons.wikimedia.org/wiki/File:Jackson-auto_1912_logo.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Jackson-auto_1912_logo.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Jackson-auto_1912_logo.jpg?width=128
L'Élégante vehicles,active,1903,,1900s,,automobile manufacturer,,Q1880698,http://www.wikidata.org/entity/Q1880698,,,,,
Lems,defunct,1903,1905,1900s,,automobile manufacturer,,Q6521517,http://www.wikidata.org/entity/Q6521517,,,,,
Lethimonnier,defunct,1903,1912,1900s,,automobile manufacturer,,Q2364870,http://www.wikidata.org/entity/Q2364870,,,,,
Lloyd & Plaister,defunct,1903,1910,1900s,United Kingdom,automobile manufacturer,,Q1866876,http://www.wikidata.org/entity/Q1866876,,,,,
Logan,defunct,1903,1908,1900s,,automobile manufacturer,Logan Construction Company,Q6666916,http://www.wikidata.org/entity/Q6666916,,Logan-auto 1906 logo.jpg,https://commons.wikimedia.org/wiki/File:Logan-auto_1906_logo.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Logan-auto_1906_logo.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Logan-auto_1906_logo.jpg?width=128
Marble-Swift,defunct,1903,1905,1900s,United States,automobile manufacturer,,Q6755153,http://www.wikidata.org/entity/Q6755153,,,,,
Mercury Machine Company,active,1903,,1900s,,automobile manufacturer,,Q57279193,http://www.wikidata.org/entity/Q57279193,,,,,
Mécanique et Moteurs,defunct,1903,1906,1900s,,automobile manufacturer;motorcycle manufacturer,Mecanique et Moteurs,Q1957650,http://www.wikidata.org/entity/Q1957650,,,,,
Napoleon vehicles,defunct,1903,1903,1900s,,automobile manufacturer,,Q1670982,http://www.wikidata.org/entity/Q1670982,,,,,
New Hudson,defunct,1903,1957,1900s,United Kingdom,motorcycle manufacturer;automobile manufacturer,New Hudson Motorcycles,Q516561,http://www.wikidata.org/entity/Q516561,,,,,
Overland Automobile,defunct,1903,1926,1900s,United States,automobile manufacturer,,Q616328,http://www.wikidata.org/entity/Q616328,,Overland 1909 logo.jpg,https://commons.wikimedia.org/wiki/File:Overland_1909_logo.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Overland_1909_logo.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Overland_1909_logo.jpg?width=128
Premier Motor Manufacturing Company,defunct,1903,1926,1900s,United States,automobile manufacturer,,Q7240330,http://www.wikidata.org/entity/Q7240330,,Premier-auto 1906.jpg,https://commons.wikimedia.org/wiki/File:Premier-auto_1906.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Premier-auto_1906.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Premier-auto_1906.jpg?width=128
Q1033751,defunct,1903,1906,1900s,,automobile manufacturer,,Q1033751,http://www.wikidata.org/entity/Q1033751,,,,,
Q1052716,defunct,1903,1904,1900s,,automobile manufacturer,,Q1052716,http://www.wikidata.org/entity/Q1052716,,,,,
Q1204313,defunct,1903,1908,1900s,German Empire,automobile manufacturer,,Q1204313,http://www.wikidata.org/entity/Q1204313,,,,,
Q1392536,defunct,1903,1907,1900s,Germany,automobile manufacturer,,Q1392536,http://www.wikidata.org/entity/Q1392536,,,,,
Q15794548,defunct,1903,1903,1900s,,automobile manufacturer,,Q15794548,http://www.wikidata.org/entity/Q15794548,,,,,
Q15803765,defunct,1903,1903,1900s,,automobile manufacturer,,Q15803765,http://www.wikidata.org/entity/Q15803765,,,,,
Q15807972,defunct,1903,1904,1900s,,automobile manufacturer,,Q15807972,http://www.wikidata.org/entity/Q15807972,,,,,
Q15811614,defunct,1903,1903,1900s,,automobile manufacturer,,Q15811614,http://www.wikidata.org/entity/Q15811614,,,,,
Q16830917,defunct,1903,1903,1900s,,automobile manufacturer,,Q16830917,http://www.wikidata.org/entity/Q16830917,,,,,
Q16831128,defunct,1903,1903,1900s,,automobile manufacturer,,Q16831128,http://www.wikidata.org/entity/Q16831128,,,,,
Q16854565,defunct,1903,1903,1900s,,automobile manufacturer,,Q16854565,http://www.wikidata.org/entity/Q16854565,,,,,
Q16855533,defunct,1903,1903,1900s,,automobile manufacturer,,Q16855533,http://www.wikidata.org/entity/Q16855533,,,,,
Q16857894,defunct,1903,1903,1900s,,automobile manufacturer,,Q16857894,http://www.wikidata.org/entity/Q16857894,,,,,
Q1686827,defunct,1903,1903,1900s,,automobile manufacturer,,Q1686827,http://www.wikidata.org/entity/Q1686827,,,,,
Q1879406,defunct,1903,1905,1900s,German Empire,automobile manufacturer,,Q1879406,http://www.wikidata.org/entity/Q1879406,,,,,
Q1890994,defunct,1903,1910,1900s,,automobile manufacturer,,Q1890994,http://www.wikidata.org/entity/Q1890994,,,,,
Q1925246,defunct,1903,1906,1900s,,automobile manufacturer,,Q1925246,http://www.wikidata.org/entity/Q1925246,,,,,
Q1949823,defunct,1903,1905,1900s,German Empire,automobile manufacturer,,Q1949823,http://www.wikidata.org/entity/Q1949823,,,,,
Q2015826,defunct,1903,1920,1900s,,automobile manufacturer,,Q2015826,http://www.wikidata.org/entity/Q2015826,,,,,
Q2040924,defunct,1903,1906,1900s,German Empire,automobile manufacturer,,Q2040924,http://www.wikidata.org/entity/Q2040924,,,,,
Q2056188,defunct,1903,1907,1900s,,automobile manufacturer,,Q2056188,http://www.wikidata.org/entity/Q2056188,,,,,
Q2098346,defunct,1903,1937,1900s,France,automobile manufacturer;motorcycle manufacturer,,Q2098346,http://www.wikidata.org/entity/Q2098346,,,,,
Q2449437,defunct,1903,1904,1900s,,automobile manufacturer,,Q2449437,http://www.wikidata.org/entity/Q2449437,,,,,
Q28225592,defunct,1903,1920,1900s,,automobile manufacturer,,Q28225592,http://www.wikidata.org/entity/Q28225592,,,,,
Q3712392,active,1903,,1900s,Italy,automobile manufacturer,,Q3712392,http://www.wikidata.org/entity/Q3712392,,,,,
Q40471385,defunct,1903,1908,1900s,,automobile manufacturer,,Q40471385,http://www.wikidata.org/entity/Q40471385,,,,,
Q41433918,defunct,1903,1904,1900s,,automobile manufacturer,,Q41433918,http://www.wikidata.org/entity/Q41433918,,,,,
Q41434351,active,1903,,1900s,,automobile manufacturer,,Q41434351,http://www.wikidata.org/entity/Q41434351,,,,,
Q41436872,defunct,1903,1903,1900s,,automobile manufacturer,,Q41436872,http://www.wikidata.org/entity/Q41436872,,,,,
Q41437057,defunct,1903,1912,1900s,,automobile manufacturer,,Q41437057,http://www.wikidata.org/entity/Q41437057,,,,,
Q41437099,defunct,1903,1904,1900s,,automobile manufacturer,,Q41437099,http://www.wikidata.org/entity/Q41437099,,,,,
Q44294,active,1903,,1900s,United States,automobile manufacturer,Ford;FoMoCo;Ford Motor Corporation;Ford Motors,Q44294,http://www.wikidata.org/entity/Q44294,https://www.ford.com,Ford logo flat.svg,https://commons.wikimedia.org/wiki/File:Ford_logo_flat.svg,https://commons.wikimedia.org/wiki/Special:FilePath/Ford_logo_flat.svg,https://commons.wikimedia.org/wiki/Special:FilePath/Ford_logo_flat.svg?width=128
Q44370103,defunct,1903,1904,1900s,,automobile manufacturer,,Q44370103,http://www.wikidata.org/entity/Q44370103,,,,,
Q46584733,active,1903,,1900s,,automobile manufacturer,,Q46584733,http://www.wikidata.org/entity/Q46584733,,,,,
Q47088210,active,1903,,1900s,,automobile manufacturer,,Q47088210,http://www.wikidata.org/entity/Q47088210,,,,,
Q47297402,defunct,1903,1903,1900s,,automobile manufacturer,,Q47297402,http://www.wikidata.org/entity/Q47297402,,,,,
Q50064063,defunct,1903,1907,1900s,,automobile manufacturer,,Q50064063,http://www.wikidata.org/entity/Q50064063,,,,,
Q51845077,defunct,1903,1925,1900s,,automobile manufacturer,,Q51845077,http://www.wikidata.org/entity/Q51845077,,,,,
Q52082762,defunct,1903,1910,1900s,,automobile manufacturer,,Q52082762,http://www.wikidata.org/entity/Q52082762,,,,,
Q52256060,defunct,1903,1903,1900s,,automobile manufacturer,,Q52256060,http://www.wikidata.org/entity/Q52256060,,,,,
Q52656469,defunct,1903,1907,1900s,,automobile manufacturer,,Q52656469,http://www.wikidata.org/entity/Q52656469,,,,,
Q53195835,defunct,1903,1904,1900s,,automobile manufacturer,,Q53195835,http://www.wikidata.org/entity/Q53195835,,,,,
Q53759816,defunct,1903,1903,1900s,,automobile manufacturer,,Q53759816,http://www.wikidata.org/entity/Q53759816,,,,,
Q53760218,active,1903,,1900s,,automobile manufacturer,,Q53760218,http://www.wikidata.org/entity/Q53760218,,,,,
Q53760310,defunct,1903,1907,1900s,,automobile manufacturer,,Q53760310,http://www.wikidata.org/entity/Q53760310,,,,,
Q55691861,defunct,1903,1904,1900s,,automobile manufacturer,,Q55691861,http://www.wikidata.org/entity/Q55691861,,,,,
Q55692109,defunct,1903,1904,1900s,,automobile manufacturer,,Q55692109,http://www.wikidata.org/entity/Q55692109,,,,,
Q56051674,defunct,1903,1905,1900s,,automobile manufacturer,,Q56051674,http://www.wikidata.org/entity/Q56051674,,,,,
Q56159796,active,1903,,1900s,,automobile manufacturer,,Q56159796,http://www.wikidata.org/entity/Q56159796,,,,,
Q56160282,defunct,1903,1904,1900s,,automobile manufacturer,,Q56160282,http://www.wikidata.org/entity/Q56160282,,,,,
Q56160286,defunct,1903,1903,1900s,,automobile manufacturer,,Q56160286,http://www.wikidata.org/entity/Q56160286,,,,,
Q57540137,active,1903,,1900s,,automobile manufacturer,,Q57540137,http://www.wikidata.org/entity/Q57540137,,,,,
Q58158486,active,1903,,1900s,,automobile manufacturer,,Q58158486,http://www.wikidata.org/entity/Q58158486,,,,,
Q58158753,active,1903,,1900s,,automobile manufacturer,,Q58158753,http://www.wikidata.org/entity/Q58158753,,,,,
Q58158870,active,1903,,1900s,,automobile manufacturer,,Q58158870,http://www.wikidata.org/entity/Q58158870,,,,,
Q58159121,active,1903,,1900s,,automobile manufacturer,,Q58159121,http://www.wikidata.org/entity/Q58159121,,,,,
Q58424222,active,1903,,1900s,,automobile manufacturer,,Q58424222,http://www.wikidata.org/entity/Q58424222,,,,,
Q58424285,active,1903,,1900s,,automobile manufacturer,,Q58424285,http://www.wikidata.org/entity/Q58424285,,,,,
Q787554,defunct,1903,1907,1900s,France,automobile manufacturer,,Q787554,http://www.wikidata.org/entity/Q787554,,,,,
Q787665,defunct,1903,1923,1900s,,automobile manufacturer,,Q787665,http://www.wikidata.org/entity/Q787665,,,,,
Q818086,defunct,1903,1904,1900s,,automobile manufacturer,,Q818086,http://www.wikidata.org/entity/Q818086,,,,,
Q917204,defunct,1903,1908,1900s,,automobile manufacturer,,Q917204,http://www.wikidata.org/entity/Q917204,,,,,
Ruby Cycle Co Ltd,defunct,1903,1933,1900s,,automobile manufacturer,,Q1295166,http://www.wikidata.org/entity/Q1295166,,,,,
Russell Motor Car Company,active,1903,,1900s,,automobile manufacturer,,Q7381699,http://www.wikidata.org/entity/Q7381699,,,,,
Siemens-Schuckert,defunct,1903,1966,1900s,Germany,automobile manufacturer,Siemens & Schuckert;Siemens and Schuckert;Siemens Schuckertwerke AG,Q466871,http://www.wikidata.org/entity/Q466871,,Siemens-Schuckert-Logo.svg,https://commons.wikimedia.org/wiki/File:Siemens-Schuckert-Logo.svg,https://commons.wikimedia.org/wiki/Special:FilePath/Siemens-Schuckert-Logo.svg,https://commons.wikimedia.org/wiki/Special:FilePath/Siemens-Schuckert-Logo.svg?width=128
Sizaire-Naudin,defunct,1903,1921,1900s,France,automobile manufacturer,,Q953700,http://www.wikidata.org/entity/Q953700,,Emblem Sizaire-Naudin.JPG,https://commons.wikimedia.org/wiki/File:Emblem_Sizaire-Naudin.JPG,https://commons.wikimedia.org/wiki/Special:FilePath/Emblem_Sizaire-Naudin.JPG,https://commons.wikimedia.org/wiki/Special:FilePath/Emblem_Sizaire-Naudin.JPG?width=128
Stabilimento Meccanico Carlo Mantovani,defunct,1903,1906,1900s,,automobile manufacturer,Invicta,Q2325450,http://www.wikidata.org/entity/Q2325450,,,,,
Standard Motor Company,defunct,1903,1987,1900s,United Kingdom,automobile manufacturer,,Q1522049,http://www.wikidata.org/entity/Q1522049,,Standard veteran car (4915905345).jpg,https://commons.wikimedia.org/wiki/File:Standard_veteran_car_%284915905345%29.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Standard_veteran_car_%284915905345%29.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Standard_veteran_car_%284915905345%29.jpg?width=128
Tincher,active,1903,,1900s,United States,automobile manufacturer,,Q2435631,http://www.wikidata.org/entity/Q2435631,,,,,
Villalbí motorcycles,defunct,1903,1905,1900s,Spain,automobile manufacturer;motorcycle manufacturer,,Q9094045,http://www.wikidata.org/entity/Q9094045,,,,,
Wall vehicles,defunct,1903,1915,1900s,United Kingdom,automobile manufacturer;motorcycle manufacturer,,Q2056828,http://www.wikidata.org/entity/Q2056828,,,,,
Wenkelmobil,defunct,1903,1907,1900s,Germany,automobile manufacturer,,Q2559470,http://www.wikidata.org/entity/Q2559470,,,,,
Wilson Automobile,active,1903,,1900s,United States,automobile manufacturer,,Q8022973,http://www.wikidata.org/entity/Q8022973,,,,,
Zust,defunct,1903,1917,1900s,Italy,automobile manufacturer,,Q248878,http://www.wikidata.org/entity/Q248878,,Züst.png,https://commons.wikimedia.org/wiki/File:Z%C3%BCst.png,https://commons.wikimedia.org/wiki/Special:FilePath/Z%C3%BCst.png,https://commons.wikimedia.org/wiki/Special:FilePath/Z%C3%BCst.png?width=128
A.D. Meiselbach Motor Wagon Co.,active,1904,,1900s,,automobile manufacturer,,Q57279186,http://www.wikidata.org/entity/Q57279186,,,,,
American Napier,defunct,1904,1912,1900s,,automobile manufacturer,,Q4744556,http://www.wikidata.org/entity/Q4744556,,,,,
Atterbury vehicles,defunct,1904,1935,1900s,,automobile manufacturer,,Q40471360,http://www.wikidata.org/entity/Q40471360,,,,,
Auto Léger,defunct,1904,1907,1900s,,automobile manufacturer,,Q784920,http://www.wikidata.org/entity/Q784920,,,,,
Beta Motor,active,1904,,1900s,Italy,automobile manufacturer;motorcycle manufacturer,Beta motorcycles,Q830950,http://www.wikidata.org/entity/Q830950,http://www.betamotor.com/,BetaMotor logo.png,https://commons.wikimedia.org/wiki/File:BetaMotor_logo.png,https://commons.wikimedia.org/wiki/Special:FilePath/BetaMotor_logo.png,https://commons.wikimedia.org/wiki/Special:FilePath/BetaMotor_logo.png?width=128
Bismarckwerk,defunct,1904,1956,1900s,Germany,automobile manufacturer;motorcycle manufacturer,,Q866591,http://www.wikidata.org/entity/Q866591,,,,,
Buffalo Electric Carriage,defunct,1904,1906,1900s,United States,automobile manufacturer,,Q4985719,http://www.wikidata.org/entity/Q4985719,,,,,
Cleveland,defunct,1904,1909,1900s,,automobile manufacturer,Cleveland Motor Car Company,Q1100681,http://www.wikidata.org/entity/Q1100681,,Cleveland-auto 1906 logo.jpg,https://commons.wikimedia.org/wiki/File:Cleveland-auto_1906_logo.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Cleveland-auto_1906_logo.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Cleveland-auto_1906_logo.jpg?width=128
Direct,defunct,1904,1905,1900s,Belgium,automobile manufacturer,,Q1227415,http://www.wikidata.org/entity/Q1227415,,,,,
Ehrhardt-Szawe,defunct,1904,1924,1900s,German Reich,automobile manufacturer,,Q15807459,http://www.wikidata.org/entity/Q15807459,,,,,
Ford Motor Company of Canada,active,1904,,1900s,Canada,automobile manufacturer,Ford Canada;Ford of Canada,Q1436921,http://www.wikidata.org/entity/Q1436921,https://www.ford.ca/,Ford logo flat.svg,https://commons.wikimedia.org/wiki/File:Ford_logo_flat.svg,https://commons.wikimedia.org/wiki/Special:FilePath/Ford_logo_flat.svg,https://commons.wikimedia.org/wiki/Special:FilePath/Ford_logo_flat.svg?width=128
Friedmann-Knoller vehicles,defunct,1904,1910,1900s,Austria,automobile manufacturer,,Q1457634,http://www.wikidata.org/entity/Q1457634,,,,,
Friedrich Erdmann,defunct,1904,1908,1900s,German Empire,automobile manufacturer,,Q1458986,http://www.wikidata.org/entity/Q1458986,,,,,
Gauthier vehicles,defunct,1904,1937,1900s,,automobile manufacturer,,Q1471167,http://www.wikidata.org/entity/Q1471167,,,,,
George A. Barnes,defunct,1904,1906,1900s,United Kingdom,automobile manufacturer;motorcycle manufacturer,,Q2681197,http://www.wikidata.org/entity/Q2681197,,,,,
Güldner,defunct,1904,1991,1900s,Germany,motorcycle manufacturer;automobile manufacturer,,Q1419783,http://www.wikidata.org/entity/Q1419783,,"Güldner, GSL, Sir-103.jpg",https://commons.wikimedia.org/wiki/File:G%C3%BCldner%2C_GSL%2C_Sir-103.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/G%C3%BCldner%2C_GSL%2C_Sir-103.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/G%C3%BCldner%2C_GSL%2C_Sir-103.jpg?width=128
H. Guillemin & Cie,defunct,1904,1909,1900s,,automobile manufacturer,,Q1557434,http://www.wikidata.org/entity/Q1557434,,,,,
Hering & Richard,defunct,1904,1922,1900s,German Empire,automobile manufacturer,,Q1202084,http://www.wikidata.org/entity/Q1202084,,,,,
Hill Climbing Automobile Manufacturing Company,defunct,1904,1905,1900s,,automobile manufacturer,,Q52082982,http://www.wikidata.org/entity/Q52082982,,,,,
Horch,defunct,1904,1940,1900s,Germany,automobile manufacturer,Horch AG;August Horch & Cie,Q29296,http://www.wikidata.org/entity/Q29296,,Horch 930V Sport (1937) Logo.jpg,https://commons.wikimedia.org/wiki/File:Horch_930V_Sport_%281937%29_Logo.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Horch_930V_Sport_%281937%29_Logo.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Horch_930V_Sport_%281937%29_Logo.jpg?width=128
Imperia,defunct,1904,1958,1900s,Belgium,automobile manufacturer,Impéria;Impéria Automobiles,Q787624,http://www.wikidata.org/entity/Q787624,http://www.imperia-auto.be,1929 Imperia 5-25 HP Cabrio IMG 7548 - Flickr - nemor2.jpg,https://commons.wikimedia.org/wiki/File:1929_Imperia_5-25_HP_Cabrio_IMG_7548_-_Flickr_-_nemor2.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/1929_Imperia_5-25_HP_Cabrio_IMG_7548_-_Flickr_-_nemor2.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/1929_Imperia_5-25_HP_Cabrio_IMG_7548_-_Flickr_-_nemor2.jpg?width=128
